air_temp,soil_temp,humidity,moisture,rainfall,crop,crop_season,season_encoded,query_season,query_season_encoded,is_correct_season
22.17931888,30.338562577902906,80.33127223,43.62668228189967,200.0882787,rice,monsoon,2,monsoon,2,1
22.17931888,30.338562577902906,80.33127223,43.62668228189967,200.0882787,rice,monsoon,2,year-round,3,0
24.52783742,30.338562577902906,82.73685569,43.62668228189967,224.6757231,rice,monsoon,2,winter,0,0
24.52783742,30.338562577902906,82.73685569,43.62668228189967,224.6757231,rice,monsoon,2,summer,1,0
24.52783742,30.338562577902906,82.73685569,43.62668228189967,224.6757231,rice,monsoon,2,monsoon,2,1
24.52783742,30.338562577902906,82.73685569,43.62668228189967,224.6757231,rice,monsoon,2,year-round,3,0
20.26707606,30.338562577902906,81.63895217,43.62668228189967,270.4417274,rice,monsoon,2,winter,0,0
20.26707606,30.338562577902906,81.63895217,43.62668228189967,270.4417274,rice,monsoon,2,summer,1,0
20.26707606,30.338562577902906,81.63895217,43.62668228189967,270.4417274,rice,monsoon,2,monsoon,2,1
20.26707606,30.338562577902906,81.63895217,43.62668228189967,270.4417274,rice,monsoon,2,year-round,3,0
25.7354293,30.338562577902906,83.88266234,43.62668228189967,233.1321372,rice,monsoon,2,winter,0,0
25.7354293,30.338562577902906,83.88266234,43.62668228189967,233.1321372,rice,monsoon,2,summer,1,0
25.7354293,30.338562577902906,83.88266234,43.62668228189967,233.1321372,rice,monsoon,2,monsoon,2,1
25.7354293,30.338562577902906,83.88266234,43.62668228189967,233.1321372,rice,monsoon,2,year-round,3,0
26.79533926,30.338562577902906,82.1480873,43.62668228189967,193.3473987,rice,monsoon,2,winter,0,0
26.79533926,30.338562577902906,82.1480873,43.62668228189967,193.3473987,rice,monsoon,2,summer,1,0
26.79533926,30.338562577902906,82.1480873,43.62668228189967,193.3473987,rice,monsoon,2,monsoon,2,1
26.79533926,30.338562577902906,82.1480873,43.62668228189967,193.3473987,rice,monsoon,2,year-round,3,0
26.75754171,30.338562577902906,81.17734011,43.62668228189967,272.2999056,rice,monsoon,2,winter,0,0
26.75754171,30.338562577902906,81.17734011,43.62668228189967,272.2999056,rice,monsoon,2,summer,1,0
26.75754171,30.338562577902906,81.17734011,43.62668228189967,272.2999056,rice,monsoon,2,monsoon,2,1
26.75754171,30.338562577902906,81.17734011,43.62668228189967,272.2999056,rice,monsoon,2,year-round,3,0
23.86330467,30.338562577902906,83.15250801,43.62668228189967,285.2493645,rice,monsoon,2,winter,0,0
23.86330467,30.338562577902906,83.15250801,43.62668228189967,285.2493645,rice,monsoon,2,summer,1,0
23.86330467,30.338562577902906,83.15250801,43.62668228189967,285.2493645,rice,monsoon,2,monsoon,2,1
23.86330467,30.338562577902906,83.15250801,43.62668228189967,285.2493645,rice,monsoon,2,year-round,3,0
21.01944696,30.338562577902906,82.95221726,43.62668228189967,298.4018471,rice,monsoon,2,winter,0,0
21.01944696,30.338562577902906,82.95221726,43.62668228189967,298.4018471,rice,monsoon,2,summer,1,0
21.01944696,30.338562577902906,82.95221726,43.62668228189967,298.4018471,rice,monsoon,2,monsoon,2,1
21.01944696,30.338562577902906,82.95221726,43.62668228189967,298.4018471,rice,monsoon,2,year-round,3,0
24.17298839,30.338562577902906,83.7287574,43.62668228189967,257.0343554,rice,monsoon,2,winter,0,0
24.17298839,30.338562577902906,83.7287574,43.62668228189967,257.0343554,rice,monsoon,2,summer,1,0
24.17298839,30.338562577902906,83.7287574,43.62668228189967,257.0343554,rice,monsoon,2,monsoon,2,1
24.17298839,30.338562577902906,83.7287574,43.62668228189967,257.0343554,rice,monsoon,2,year-round,3,0
22.78133816,30.338562577902906,82.06719137,43.62668228189967,248.7183228,rice,monsoon,2,winter,0,0
22.78133816,30.338562577902906,82.06719137,43.62668228189967,248.7183228,rice,monsoon,2,summer,1,0
22.78133816,30.338562577902906,82.06719137,43.62668228189967,248.7183228,rice,monsoon,2,monsoon,2,1
22.78133816,30.338562577902906,82.06719137,43.62668228189967,248.7183228,rice,monsoon,2,year-round,3,0
25.62980105,30.338562577902906,83.52842314,43.62668228189967,209.9001977,rice,monsoon,2,winter,0,0
25.62980105,30.338562577902906,83.52842314,43.62668228189967,209.9001977,rice,monsoon,2,summer,1,0
25.62980105,30.338562577902906,83.52842314,43.62668228189967,209.9001977,rice,monsoon,2,monsoon,2,1
25.62980105,30.338562577902906,83.52842314,43.62668228189967,209.9001977,rice,monsoon,2,year-round,3,0
25.59704938,30.338562577902906,80.14509262,43.62668228189967,200.834898,rice,monsoon,2,winter,0,0
25.59704938,30.338562577902906,80.14509262,43.62668228189967,200.834898,rice,monsoon,2,summer,1,0
25.59704938,30.338562577902906,80.14509262,43.62668228189967,200.834898,rice,monsoon,2,monsoon,2,1
25.59704938,30.338562577902906,80.14509262,43.62668228189967,200.834898,rice,monsoon,2,year-round,3,0
23.83067496,30.338562577902906,84.81360127,43.62668228189967,298.5601175,rice,monsoon,2,winter,0,0
23.83067496,30.338562577902906,84.81360127,43.62668228189967,298.5601175,rice,monsoon,2,summer,1,0
23.83067496,30.338562577902906,84.81360127,43.62668228189967,298.5601175,rice,monsoon,2,monsoon,2,1
23.83067496,30.338562577902906,84.81360127,43.62668228189967,298.5601175,rice,monsoon,2,year-round,3,0
26.31355498,30.338562577902906,82.36698992,43.62668228189967,265.5355937,rice,monsoon,2,winter,0,0
26.31355498,30.338562577902906,82.36698992,43.62668228189967,265.5355937,rice,monsoon,2,summer,1,0
26.31355498,30.338562577902906,82.36698992,43.62668228189967,265.5355937,rice,monsoon,2,monsoon,2,1
26.31355498,30.338562577902906,82.36698992,43.62668228189967,265.5355937,rice,monsoon,2,year-round,3,0
24.8972823,30.338562577902906,80.52586088,43.62668228189967,183.6793207,rice,monsoon,2,winter,0,0
24.8972823,30.338562577902906,80.52586088,43.62668228189967,183.6793207,rice,monsoon,2,summer,1,0
24.8972823,30.338562577902906,80.52586088,43.62668228189967,183.6793207,rice,monsoon,2,monsoon,2,1
24.8972823,30.338562577902906,80.52586088,43.62668228189967,183.6793207,rice,monsoon,2,year-round,3,0
24.958779,30.338562577902906,84.47963372,43.62668228189967,196.9560008,rice,monsoon,2,winter,0,0
24.958779,30.338562577902906,84.47963372,43.62668228189967,196.9560008,rice,monsoon,2,summer,1,0
24.958779,30.338562577902906,84.47963372,43.62668228189967,196.9560008,rice,monsoon,2,monsoon,2,1
24.958779,30.338562577902906,84.47963372,43.62668228189967,196.9560008,rice,monsoon,2,year-round,3,0
23.24113501,30.338562577902906,84.59201843,43.62668228189967,233.0453455,rice,monsoon,2,winter,0,0
23.24113501,30.338562577902906,84.59201843,43.62668228189967,233.0453455,rice,monsoon,2,summer,1,0
23.24113501,30.338562577902906,84.59201843,43.62668228189967,233.0453455,rice,monsoon,2,monsoon,2,1
23.24113501,30.338562577902906,84.59201843,43.62668228189967,233.0453455,rice,monsoon,2,year-round,3,0
21.66628296,30.338562577902906,80.70960551,43.62668228189967,210.8142087,rice,monsoon,2,winter,0,0
21.66628296,30.338562577902906,80.70960551,43.62668228189967,210.8142087,rice,monsoon,2,summer,1,0
21.66628296,30.338562577902906,80.70960551,43.62668228189967,210.8142087,rice,monsoon,2,monsoon,2,1
21.66628296,30.338562577902906,80.70960551,43.62668228189967,210.8142087,rice,monsoon,2,year-round,3,0
24.63544858,30.338562577902906,80.41363018,43.62668228189967,253.7202781,rice,monsoon,2,winter,0,0
24.63544858,30.338562577902906,80.41363018,43.62668228189967,253.7202781,rice,monsoon,2,summer,1,0
24.63544858,30.338562577902906,80.41363018,43.62668228189967,253.7202781,rice,monsoon,2,monsoon,2,1
24.63544858,30.338562577902906,80.41363018,43.62668228189967,253.7202781,rice,monsoon,2,year-round,3,0
23.43121862,30.338562577902906,83.06310136,43.62668228189967,219.9048349,rice,monsoon,2,winter,0,0
23.43121862,30.338562577902906,83.06310136,43.62668228189967,219.9048349,rice,monsoon,2,summer,1,0
23.43121862,30.338562577902906,83.06310136,43.62668228189967,219.9048349,rice,monsoon,2,monsoon,2,1
23.43121862,30.338562577902906,83.06310136,43.62668228189967,219.9048349,rice,monsoon,2,year-round,3,0
20.0454142,30.338562577902906,80.3477562,43.62668228189967,208.5810155,rice,monsoon,2,winter,0,0
20.0454142,30.338562577902906,80.3477562,43.62668228189967,208.5810155,rice,monsoon,2,summer,1,0
20.0454142,30.338562577902906,80.3477562,43.62668228189967,208.5810155,rice,monsoon,2,monsoon,2,1
20.0454142,30.338562577902906,80.3477562,43.62668228189967,208.5810155,rice,monsoon,2,year-round,3,0
23.85724032,30.338562577902906,82.22572988,43.62668228189967,195.0948311,rice,monsoon,2,winter,0,0
23.85724032,30.338562577902906,82.22572988,43.62668228189967,195.0948311,rice,monsoon,2,summer,1,0
23.85724032,30.338562577902906,82.22572988,43.62668228189967,195.0948311,rice,monsoon,2,monsoon,2,1
23.85724032,30.338562577902906,82.22572988,43.62668228189967,195.0948311,rice,monsoon,2,year-round,3,0
21.97199397,30.338562577902906,81.89918197,43.62668228189967,227.3637009,rice,monsoon,2,winter,0,0
21.97199397,30.338562577902906,81.89918197,43.62668228189967,227.3637009,rice,monsoon,2,summer,1,0
21.97199397,30.338562577902906,81.89918197,43.62668228189967,227.3637009,rice,monsoon,2,monsoon,2,1
21.97199397,30.338562577902906,81.89918197,43.62668228189967,227.3637009,rice,monsoon,2,year-round,3,0
26.22916897,30.338562577902906,83.83625819,43.62668228189967,286.5083725,rice,monsoon,2,winter,0,0
26.22916897,30.338562577902906,83.83625819,43.62668228189967,286.5083725,rice,monsoon,2,summer,1,0
26.22916897,30.338562577902906,83.83625819,43.62668228189967,286.5083725,rice,monsoon,2,monsoon,2,1
26.22916897,30.338562577902906,83.83625819,43.62668228189967,286.5083725,rice,monsoon,2,year-round,3,0
23.44676801,30.338562577902906,84.79352417,43.62668228189967,283.9338466,rice,monsoon,2,winter,0,0
23.44676801,30.338562577902906,84.79352417,43.62668228189967,283.9338466,rice,monsoon,2,summer,1,0
23.44676801,30.338562577902906,84.79352417,43.62668228189967,283.9338466,rice,monsoon,2,monsoon,2,1
23.44676801,30.338562577902906,84.79352417,43.62668228189967,283.9338466,rice,monsoon,2,year-round,3,0
25.65553461,30.338562577902906,83.47021081,43.62668228189967,217.3788583,rice,monsoon,2,winter,0,0
25.65553461,30.338562577902906,83.47021081,43.62668228189967,217.3788583,rice,monsoon,2,summer,1,0
25.65553461,30.338562577902906,83.47021081,43.62668228189967,217.3788583,rice,monsoon,2,monsoon,2,1
25.65553461,30.338562577902906,83.47021081,43.62668228189967,217.3788583,rice,monsoon,2,year-round,3,0
24.44345477,30.338562577902906,82.45432595,43.62668228189967,267.9761948,rice,monsoon,2,winter,0,0
24.44345477,30.338562577902906,82.45432595,43.62668228189967,267.9761948,rice,monsoon,2,summer,1,0
24.44345477,30.338562577902906,82.45432595,43.62668228189967,267.9761948,rice,monsoon,2,monsoon,2,1
24.44345477,30.338562577902906,82.45432595,43.62668228189967,267.9761948,rice,monsoon,2,year-round,3,0
20.2801937,30.338562577902906,82.1235421,43.62668228189967,191.9535738,rice,monsoon,2,winter,0,0
20.2801937,30.338562577902906,82.1235421,43.62668228189967,191.9535738,rice,monsoon,2,summer,1,0
20.2801937,30.338562577902906,82.1235421,43.62668228189967,191.9535738,rice,monsoon,2,monsoon,2,1
20.2801937,30.338562577902906,82.1235421,43.62668228189967,191.9535738,rice,monsoon,2,year-round,3,0
21.7238313,30.338562577902906,80.2389895,43.62668228189967,277.9626192,rice,monsoon,2,winter,0,0
21.7238313,30.338562577902906,80.2389895,43.62668228189967,277.9626192,rice,monsoon,2,summer,1,0
21.7238313,30.338562577902906,80.2389895,43.62668228189967,277.9626192,rice,monsoon,2,monsoon,2,1
21.7238313,30.338562577902906,80.2389895,43.62668228189967,277.9626192,rice,monsoon,2,year-round,3,0
20.41447029,30.338562577902906,82.20802629,43.62668228189967,245.1511304,rice,monsoon,2,winter,0,0
20.41447029,30.338562577902906,82.20802629,43.62668228189967,245.1511304,rice,monsoon,2,summer,1,0
20.41447029,30.338562577902906,82.20802629,43.62668228189967,245.1511304,rice,monsoon,2,monsoon,2,1
20.41447029,30.338562577902906,82.20802629,43.62668228189967,245.1511304,rice,monsoon,2,year-round,3,0
25.75528612,30.338562577902906,83.51827127,43.62668228189967,245.6626799,rice,monsoon,2,winter,0,0
25.75528612,30.338562577902906,83.51827127,43.62668228189967,245.6626799,rice,monsoon,2,summer,1,0
25.75528612,30.338562577902906,83.51827127,43.62668228189967,245.6626799,rice,monsoon,2,monsoon,2,1
25.75528612,30.338562577902906,83.51827127,43.62668228189967,245.6626799,rice,monsoon,2,year-round,3,0
20.61521424,30.338562577902906,83.77345559,43.62668228189967,279.5451717,rice,monsoon,2,winter,0,0
20.61521424,30.338562577902906,83.77345559,43.62668228189967,279.5451717,rice,monsoon,2,summer,1,0
20.61521424,30.338562577902906,83.77345559,43.62668228189967,279.5451717,rice,monsoon,2,monsoon,2,1
20.61521424,30.338562577902906,83.77345559,43.62668228189967,279.5451717,rice,monsoon,2,year-round,3,0
21.84106875,30.338562577902906,80.72886384,43.62668228189967,202.3838319,rice,monsoon,2,winter,0,0
21.84106875,30.338562577902906,80.72886384,43.62668228189967,202.3838319,rice,monsoon,2,summer,1,0
21.84106875,30.338562577902906,80.72886384,43.62668228189967,202.3838319,rice,monsoon,2,monsoon,2,1
21.84106875,30.338562577902906,80.72886384,43.62668228189967,202.3838319,rice,monsoon,2,year-round,3,0
20.08369642,30.338562577902906,83.29114712,43.62668228189967,263.6372176,rice,monsoon,2,winter,0,0
20.08369642,30.338562577902906,83.29114712,43.62668228189967,263.6372176,rice,monsoon,2,summer,1,0
20.08369642,30.338562577902906,83.29114712,43.62668228189967,263.6372176,rice,monsoon,2,monsoon,2,1
20.08369642,30.338562577902906,83.29114712,43.62668228189967,263.6372176,rice,monsoon,2,year-round,3,0
24.45802087,30.338562577902906,82.74835604,43.62668228189967,182.5616319,rice,monsoon,2,winter,0,0
24.45802087,30.338562577902906,82.74835604,43.62668228189967,182.5616319,rice,monsoon,2,summer,1,0
24.45802087,30.338562577902906,82.74835604,43.62668228189967,182.5616319,rice,monsoon,2,monsoon,2,1
24.45802087,30.338562577902906,82.74835604,43.62668228189967,182.5616319,rice,monsoon,2,year-round,3,0
21.14347496,30.338562577902906,80.33502926,43.62668228189967,198.6730942,rice,monsoon,2,winter,0,0
21.14347496,30.338562577902906,80.33502926,43.62668228189967,198.6730942,rice,monsoon,2,summer,1,0
21.14347496,30.338562577902906,80.33502926,43.62668228189967,198.6730942,rice,monsoon,2,monsoon,2,1
21.14347496,30.338562577902906,80.33502926,43.62668228189967,198.6730942,rice,monsoon,2,year-round,3,0
